Course,Unique,"When I work in a group, I do higher quality work.","When I work in a group, I end up doing most of the work.",The work takes more time to complete when I work with other students.,My group members help explain things that I do not understand.,"When I work in a group, I am able to share my ideas.",My group members make me feel that I am not as smart as they are.,The material is easier to understand when I work with other students.,The workload is usually less when I work with other students.,My group members respect my opinions.,I feel I am part of what is going on in the group.,I prefer when one student regularly takes on a leadership role.,I prefer when the leadership role rotates between students.,I do not think a group grade is fair.,I try to make sure my group members learn the material.,I learn to work with students who are different from me.,My group members do not care about my feelings.,I let the other students do most of the work.,I feel working in groups is a waste of time.,I have to work with students who are not as smart as I am.,When I work with other students the work is divided equally.,We cannot complete the assignment unless everyone contributes.,I prefer to take on tasks that I’m already good at.,I prefer to take on tasks that will help me better learn the material.,I also learn when I teach the material to my group members.,I become frustrated when my group members do not understand the material.,Everyone’s ideas are needed if we are going to be successful.,"When I work with other students, we spend too much time talking about other things.",My group did higher quality work when my group members worked on tasks together.,My group did higher quality work when group members worked on different tasks at the same time.,"You have a certain amount of physics intelligence, and you can’t really do much to change it.",Your physics intelligence is something about you that you can change.,"You can learn new things, but you can’t really change your basic physics intelligence.",Gender,Gender - Text,Raceethnicity,Raceethnicity - Text,Native,Asian,Asian - Text,Black,Black - Text,Latino,Latino - Text,MiddleEast,MiddleEast - Text,Pacific,Pacific - Text,White,White - Text,Education,Education - Text,Intervention Number,Intervention
PHY105M,56890,0.0,0.0,0.0,1.0,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.5,0.5,0.5,-1.0,-1.0,0.5,-1.0,0.5,0.5,0.5,0.0,0.5,-1.0,1.0,0.5,0.5,0.5,0.6,0.6,-0.2,Female,,White,,,,,,,,,,,,,English,,Master’s degree or above,,0.0,Control
PHY105M,56890,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,1.0,0.0,0.5,1.0,0.5,-1.0,0.5,-1.0,0.5,0.0,1.0,1.0,1.0,-1.0,1.0,0.5,1.0,0.0,1.0,-0.6,0.6,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Bachelor’s degree,,0.0,Control
PHY105M,57015,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.0,0.0,0.0,-1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,0.6,0.6,0.2,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,57015,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,-1.0,0.5,0.5,0.5,-1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.6,0.6,0.2,Male,,Middle Eastern or North African,,,,,,,,,"Some other Middle Eastern or North African race or ethnicity
Print, for example, Algerian, Iraqi, Kurdish, etc.</spa",Turkish,,,,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105N,57015,0.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.5,0.5,-1.0,0.5,0.5,-1.0,0.5,0.5,0.0,0.5,-1.0,0.5,0.5,0.0,0.0,0.6,0.2,0.6,Female,,White,,,,,,,,,,,,,German,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,57015,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,-1.0,-1.0,0.5,-1.0,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.6,0.6,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,57015,1.0,-1.0,-1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,-1.0,-1.0,0.0,1.0,1.0,0.5,0.5,1.0,-1.0,1.0,-1.0,1.0,0.0,1.0,1.0,1.0,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,57015,1.0,0.5,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.0,1.0,1.0,-1.0,-1.0,-1.0,0.0,1.0,0.5,1.0,0.5,1.0,-1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,57015,1.0,1.0,0.5,0.5,0.5,-1.0,0.5,-1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.0,-1.0,1.0,0.5,-1.0,0.0,1.0,1.0,0.5,1.0,0.5,-1.0,0.0,0.5,1.0,1.0,0.6,Female,,White,,,,,,,,,,,,,"Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Russian,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,57015,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.6,0.6,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Bachelor’s degree,,2.0,Collaborative Comparison
PHY105M,57015,0.5,0.5,-1.0,1.0,1.0,-1.0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.0,1.0,-1.0,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0,-1.0,0.0,1.0,1.0,0.6,1.0,Male,,Asian,,,Vietnamese,,,,,,,,,,,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,57015,0.5,0.5,0.0,1.0,1.0,0.0,0.5,0.0,1.0,1.0,0.5,0.5,-1.0,1.0,1.0,-1.0,-1.0,0.5,0.0,1.0,1.0,0.5,0.5,0.5,0.0,1.0,-1.0,1.0,0.5,0.2,0.6,0.6,Prefer not to disclose,,American Indian or Alaska Native,,alabama coushatta,,,,,,,,,,,,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,57015,0.5,0.5,0.5,0.5,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,-1.0,-1.0,0.5,0.5,0.5,0.0,0.5,0.5,1.0,0.5,1.0,0.5,0.5,0.5,0.6,0.6,0.6,Male,,White,,,,,,,,,,,,,English,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,57015,1.0,0.5,0.5,0.5,0.5,-1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.6,1.0,-0.2,Female,,Asian,,,"Some other Asian race or ethnicity
Print, for example, Pakistani, Cambodian, Hmong, etc.",Bangladeshi,,,,,,,,,,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56945,0.5,0.0,-1.0,0.5,0.5,0.0,1.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.5,0.5,0.0,-1.0,0.5,0.0,-1.0,0.5,0.5,0.5,0.5,0.5,-1.0,0.0,0.5,1.0,0.6,1.0,Non-binary,,Asian,,,Chinese,,,,,,,,,,,,Bachelor’s degree,,2.0,Collaborative Comparison
PHY105M,56945,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,-1.0,1.0,-1.0,0.5,0.5,0.5,-1.0,0.0,0.5,1.0,0.0,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.6,0.6,0.6,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Some college but no degree,,2.0,Collaborative Comparison
PHY105M,56945,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,"Male,Female",,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56945,0.0,0.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,1.0,0.6,0.6,0.6,Female,,Asian,,,Vietnamese,,,,,,,,,,,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56945,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.2,0.2,-0.2,Male,,White,,,,,,,,,,,,,"English,Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56945,0.5,0.5,-1.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,0.0,0.5,0.5,0.5,1.0,0.5,-1.0,-1.0,-1.0,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.2,0.6,0.6,Female,,White,,,,,,,,,,,,,English,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56945,1.0,0.0,-1.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.5,1.0,1.0,-1.0,-1.0,-1.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,-1.0,1.0,0.0,-0.2,0.2,-0.2,Female,,Asian,,,"Some other Asian race or ethnicity
Print, for example, Pakistani, Cambodian, Hmong, etc.",Taiwanese,,,,,,,,,,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105M,56945,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,-1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.5,0.5,1.0,-1.0,1.0,0.5,-0.2,-0.6,1.0,Female,,Asian,,,Filipino,,,,,,,,,,,,Bachelor’s degree,,2.0,Collaborative Comparison
PHY105M,56945,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.5,1.0,-0.6,1.0,Female,,Asian,,,Vietnamese,,,,,,,,,,,,Associate's or technical degree,,2.0,Collaborative Comparison
PHY105M,56945,0.0,-1.0,-1.0,0.5,0.5,0.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,0.0,1.0,-1.0,0.0,0.5,-1.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,-1.0,0.5,0.5,1.0,0.6,0.6,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Some college but no degree,,2.0,Collaborative Comparison
PHY105M,56945,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,-1.0,0.0,0.5,0.0,0.0,0.5,0.5,0.5,-1.0,0.0,0.5,0.5,0.5,1.0,1.0,1.0,Male,,"Asian,White",,,Vietnamese,,,,,,,,,,"Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",,Bachelor’s degree,,2.0,Collaborative Comparison
PHY105M,56945,0.5,0.0,0.0,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,-1.0,0.5,0.0,0.5,0.5,1.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,1.0,-0.2,0.6,0.2,Female,,Black or African American,,,,,Jamaican,,,,,,,,,,High school,,2.0,Collaborative Comparison
PHY105M,56945,0.0,0.0,0.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,-1.0,-1.0,0.5,0.5,1.0,0.5,0.5,1.0,0.0,0.5,0.5,1.0,0.5,0.2,0.2,0.2,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,High school,,2.0,Collaborative Comparison
PHY105N,57055,0.0,0.0,0.5,1.0,0.5,-1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.5,1.0,-1.0,0.0,-1.0,-1.0,0.5,0.5,0.0,1.0,0.0,0.0,1.0,0.5,0.5,0.5,0.6,1.0,1.0,Male,,Black or African American,,,,,Nigerian,,,,,,,,,,Bachelor’s degree,,2.0,Collaborative Comparison
PHY105N,57055,0.0,0.0,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.0,-1.0,0.5,1.0,0.5,-1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,1.0,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,,2.0,Collaborative Comparison
PHY105N,57055,0.5,-1.0,0.5,0.5,1.0,-1.0,0.5,0.5,1.0,1.0,0.0,1.0,0.5,1.0,1.0,-1.0,-1.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,-1.0,1.0,-1.0,1.0,1.0,0.6,0.6,0.6,Male,,White,,,,,,,,,,,,,"German,Irish,English,French",,Bachelor’s degree,,2.0,Collaborative Comparison
PHY105N,57055,0.0,0.5,0.5,0.0,1.0,-1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.5,0.5,0.5,-1.0,0.5,-1.0,0.5,0.5,-1.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,Male,,White,,,,,,,,,,,,,"Irish,English",,Master’s degree or above,,2.0,Collaborative Comparison
PHY105N,57055,0.5,-1.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,-1.0,-1.0,-1.0,1.0,0.5,0.5,0.5,0.5,-1.0,1.0,-1.0,0.5,0.5,1.0,-0.6,0.2,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,High school,,2.0,Collaborative Comparison
PHY105N,57055,-1.0,0.5,1.0,0.5,0.5,-1.0,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,1.0,0.5,-1.0,0.5,0.5,0.5,0.5,1.0,0.0,-1.0,0.5,0.5,0.5,0.0,0.0,0.6,0.6,0.6,Female,,White,,,,,,,,,,,,,,,Bachelor’s degree,,2.0,Collaborative Comparison
PHY105N,57055,1.0,0.5,0.5,1.0,1.0,-1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.0,1.0,0.0,-1.0,-1.0,0.5,0.5,1.0,0.5,1.0,1.0,1.0,-1.0,1.0,0.5,1.0,1.0,0.6,0.6,0.6,Male,,"Hispanic, Latino, or Spanish",,,,,,,Salvadoran,,,,,,,,High school,,2.0,Collaborative Comparison
PHY105N,57055,0.0,0.0,0.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0.5,1.0,-1.0,0.5,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.6,0.6,0.6,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Bachelor’s degree,,2.0,Collaborative Comparison
PHY105N,57055,0.5,0.5,-1.0,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,1.0,-1.0,0.5,-1.0,0.5,0.5,0.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.6,0.6,Male,,Black or African American,,,,,Nigerian,,,,,,,,,,Bachelor’s degree,,2.0,Collaborative Comparison
PHY105N,57055,1.0,-1.0,-1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,0.0,-1.0,1.0,1.0,0.0,-1.0,-1.0,-1.0,1.0,1.0,-1.0,1.0,0.5,-1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,Male,,"Hispanic, Latino, or Spanish,White",,,,,,,Colombian,,,,,,German,,Some college but no degree,,2.0,Collaborative Comparison
PHY105N,57055,0.5,0.5,0.0,1.0,1.0,-1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.0,1.0,-1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.5,1.0,1.0,1.0,Female,,Asian,,,"Some other Asian race or ethnicity
Print, for example, Pakistani, Cambodian, Hmong, etc.",Sri Lankan,,,,,,,,,,,High school,,2.0,Collaborative Comparison
PHY105N,57055,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,-1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.6,0.6,0.6,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Bachelor’s degree,,2.0,Collaborative Comparison
PHY105N,57055,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,-1.0,-1.0,0.5,-1.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.6,0.6,0.2,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Bachelor’s degree,,2.0,Collaborative Comparison
PHY105N,57055,0.5,0.0,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.5,1.0,0.0,1.0,1.0,1.0,Male,,"Hispanic, Latino, or Spanish,White",,,,,,,Mexican or Mexican American,,,,,,"English,French,Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Cajun,Master’s degree or above,,2.0,Collaborative Comparison
PHY105N,57055,0.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,0.0,-1.0,0.0,0.0,-0.2,-0.2,-0.2,Male,,Asian,,,Vietnamese,,,,,,,,,,,,Bachelor’s degree,,2.0,Collaborative Comparison
PHY105N,57150,0.0,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.0,1.0,0.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.5,0.5,0.5,0.0,0.5,0.6,1.0,0.2,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,,1.0,Partner Agreements
PHY105N,57150,1.0,0.5,-1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,1.0,0.0,0.0,0.0,1.0,0.5,-1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.0,0.6,0.2,0.6,Female,,Asian,,,Chinese,,,,,,,,,,,,Master’s degree or above,,1.0,Partner Agreements
PHY105N,57150,0.5,0.0,-1.0,0.5,1.0,0.5,1.0,0.0,0.5,0.5,0.0,0.0,-1.0,0.0,1.0,0.0,0.5,-1.0,0.0,1.0,0.5,0.5,0.0,0.5,-1.0,0.5,-1.0,0.0,0.0,1.0,1.0,1.0,Male,,White,,,,,,,,,,,,,"Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Romanian,Master’s degree or above,,1.0,Partner Agreements
PHY105N,57150,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.0,0.0,0.5,0.5,0.5,-1.0,-1.0,-1.0,-1.0,0.5,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.0,1.0,1.0,1.0,Male,,White,,,,,,,,,,,,,English,,High school,,1.0,Partner Agreements
PHY105N,57150,0.5,0.0,0.5,1.0,0.5,-1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.0,0.5,0.5,0.5,-1.0,0.5,-1.0,0.5,0.5,0.5,1.0,1.0,-1.0,1.0,0.5,1.0,-1.0,1.0,1.0,1.0,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,High school,,1.0,Partner Agreements
PHY105M,57150,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,1.0,0.5,0.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,,1.0,Partner Agreements
PHY105N,57150,0.5,0.0,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.5,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,1.0,1.0,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Other,,1.0,Partner Agreements
PHY105N,57150,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.0,-1.0,0.5,0.5,0.6,0.6,0.6,Female,,"Asian,White",,,Asian Indian,,,,,,,,,,German,,Bachelor’s degree,,1.0,Partner Agreements
PHY105N,57150,0.0,0.0,0.5,1.0,1.0,-1.0,0.0,0.5,1.0,1.0,0.5,0.0,0.5,0.0,1.0,-1.0,0.0,-1.0,-1.0,0.5,-1.0,1.0,0.0,1.0,-1.0,0.5,-1.0,0.0,0.5,0.6,0.6,0.6,Female,,Asian,,,Vietnamese,,,,,,,,,,,,Bachelor’s degree,,1.0,Partner Agreements
PHY105N,57150,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,0.5,0.0,-1.0,0.5,0.5,0.5,1.0,-1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,1.0,0.6,1.0,Female,,Asian,,,"Some other Asian race or ethnicity
Print, for example, Pakistani, Cambodian, Hmong, etc.",Taiwanese,,,,,,,,,,,Master’s degree or above,,1.0,Partner Agreements
PHY105N,57150,0.5,0.0,1.0,0.5,0.5,-1.0,0.0,0.0,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.5,0.0,1.0,0.0,0.6,0.2,-0.2,,,"Hispanic, Latino, or Spanish,White",,,,,,,Mexican or Mexican American,,,,,,Polish,,Master’s degree or above,,1.0,Partner Agreements
PHY105N,57150,0.5,0.0,-1.0,1.0,0.5,0.5,1.0,1.0,0.5,1.0,0.5,0.0,0.5,0.5,0.5,0.5,-1.0,0.5,0.0,0.5,0.5,1.0,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.6,0.6,0.6,Female,,Asian,,,"Some other Asian race or ethnicity
Print, for example, Pakistani, Cambodian, Hmong, etc.",Pakistani,,,,,,,,,,,Master’s degree or above,,1.0,Partner Agreements
PHY105N,57150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,-0.2,Male,,Asian,,,Chinese,,,,,,,,,,,,Bachelor’s degree,,1.0,Partner Agreements
PHY105N,57150,0.0,0.5,0.0,0.0,0.5,-1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,-1.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5,0.6,0.6,0.6,Female,,White,,,,,,,,,,,,,"German,Irish,English,French",,Master’s degree or above,,1.0,Partner Agreements
PHY105N,57150,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,1.0,0.5,0.5,0.5,0.0,1.0,1.0,0.5,0.0,0.0,0.5,1.0,0.0,1.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.2,0.2,0.2,Female,,White,,,,,,,,,,,,,"German,Italian,French",,Master’s degree or above,,1.0,Partner Agreements
PHY105M,57020,0.0,0.5,0.5,0.5,0.5,-1.0,0.0,0.5,0.5,0.5,0.0,-1.0,0.0,0.0,0.5,-1.0,-1.0,0.5,0.0,0.5,-1.0,1.0,0.0,1.0,0.5,0.0,-1.0,1.0,0.0,0.6,0.6,1.0,Female,,White,,,,,,,,,,,,,Italian,,Master’s degree or above,,0.0,Control
PHY105M,57020,0.0,0.0,0.5,0.5,0.5,0.0,0.5,0.0,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.0,1.0,0.5,-0.6,0.6,-0.2,Non-binary,,White,,,,,,,,,,,,,English,,Master’s degree or above,,0.0,Control
PHY105M,57020,0.0,-1.0,0.5,1.0,1.0,-1.0,1.0,0.5,1.0,1.0,0.5,1.0,-1.0,0.5,1.0,-1.0,-1.0,-1.0,0.5,0.5,0.5,0.5,0.0,0.0,-1.0,1.0,-1.0,0.5,0.5,1.0,1.0,1.0,Female,,White,,,,,,,,,,,,,English,,Bachelor’s degree,,0.0,Control
PHY105M,57020,0.0,0.5,0.0,0.5,0.0,-1.0,0.5,0.5,1.0,0.0,0.0,0.5,0.5,0.0,0.5,0.5,-1.0,0.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.6,0.6,-0.2,Female,,"American Indian or Alaska Native,Asian",,,Chinese,,,,,,,,,,,,Master’s degree or above,,0.0,Control
PHY105M,57020,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.0,0.5,-1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.0,0.5,0.5,0.0,0.6,-0.6,0.6,Male,,Asian,,,Chinese,,,,,,,,,,,,Master’s degree or above,,0.0,Control
PHY105M,57020,0.5,-1.0,-1.0,1.0,1.0,-1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,-1.0,-1.0,-1.0,-1.0,0.5,1.0,0.5,0.5,1.0,-1.0,0.5,0.5,0.5,0.5,0.6,0.2,1.0,Female,,White,,,,,,,,,,,,,German,,Master’s degree or above,,0.0,Control
PHY105M,57020,0.0,0.5,-1.0,1.0,1.0,0.5,0.5,0.5,1.0,1.0,0.0,0.5,0.5,0.5,0.0,-1.0,-1.0,-1.0,-1.0,1.0,0.5,1.0,0.0,0.5,-1.0,1.0,-1.0,0.5,0.5,0.2,0.6,0.2,Male,,Prefer not to disclose,,,,,,,,,,,,,,,Master’s degree or above,,0.0,Control
PHY105M,57020,1.0,0.5,0.0,0.0,0.5,-1.0,0.5,0.5,0.5,1.0,0.5,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.5,1.0,0.5,0.0,1.0,-0.2,-0.2,-0.2,Male,,Middle Eastern or North African,,,,,,,,,Lebanese,,,,,,Master’s degree or above,,0.0,Control
PHY105M,57020,0.5,0.5,-1.0,1.0,0.5,0.5,1.0,1.0,0.5,0.5,0.5,1.0,0.5,0.5,1.0,-1.0,-1.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.5,0.5,0.0,0.5,0.5,0.6,-0.6,0.6,Male,,White,,,,,,,,,,,,,English,,High school,,0.0,Control
