StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1.1,Q1.2,Q2.2,Q2.3,Q2.4,Q2.6,Q2.7,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q4.2,Q4.3,Q4.4,Q4.5,Q4.6,Q4.7,Q5.2,Q5.3,Q5.4,Q5.5,Q5.6,Q6.2,Q6.3,Q6.4,Q6.5,Q6.6,Q7.2,Q7.3,Q7.4,Q7.5,Q7.6,Q7.7,Q8.2,Q8.3,Q8.4,Q9.2,Q9.2_4_TEXT,Q9.3,Q9.3_7_TEXT,Q9.3a,Q9.3b,Q9.3b_10_TEXT,Q9.3c,Q9.3c_10_TEXT,Q9.3d,Q9.3d_10_TEXT,Q9.3e,Q9.3e_10_TEXT,Q9.3f,Q9.3f_10_TEXT,Q9.3g,Q9.3g_10_TEXT,Q9.4,Q9.4_4_TEXT
11/30/2022 11:38,11/30/2022 11:42,IP Address,100,221,TRUE,11/30/2022 11:42,R_R3s0ciyivoBWCDT,anonymous,EN,PHY105M,56995,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,,Strongly agree,,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,,Strongly disagree,Strongly disagree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,
11/30/2022 11:39,11/30/2022 11:42,IP Address,100,166,TRUE,11/30/2022 11:42,R_DMicDkdVKvGJLa1,anonymous,EN,PHY105N,57195,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,,Strongly disagree,Strongly agree,,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Female,,"Asian,White",,,"Chinese,Vietnamese",,,,,,,,,,"Italian,Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Czech,Master’s degree or above,
11/30/2022 12:02,11/30/2022 12:07,IP Address,100,320,TRUE,11/30/2022 12:07,R_1CDt07aiU16ov9G,anonymous,EN,PHY105M,57000,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,,Strongly disagree,Strongly agree,Somewhat agree,,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat disagree,Female,,Asian,,,Chinese,,,,,,,,,,,,Master’s degree or above,
11/30/2022 12:29,11/30/2022 12:35,IP Address,100,365,TRUE,11/30/2022 12:35,R_UmrhdRq5p2yPRvz,anonymous,EN,PHY105M,56820,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,,Somewhat agree,Neither agree nor disagree,,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Disagree,Disagree,Disagree,Male,,White,,,,,,,,,,,,,English,,Bachelor’s degree,
11/30/2022 12:34,11/30/2022 12:44,IP Address,100,547,TRUE,11/30/2022 12:44,R_12LxwfV6B3PFqBS,anonymous,EN,PHY105N,57095,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,,Somewhat agree,,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Female,,Asian,,,Vietnamese,,,,,,,,,,,,Bachelor’s degree,
11/30/2022 12:34,11/30/2022 13:44,IP Address,100,4166,TRUE,11/30/2022 13:44,R_yC0AJWlkxbqpLBn,anonymous,EN,PHY105N,57225,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,,Strongly agree,Somewhat disagree,,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,,Strongly disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Disagree,Agree,Disagree,Male,,White,,,,,,,,,,,,,Irish,,Master’s degree or above,
11/30/2022 13:50,11/30/2022 13:54,IP Address,100,275,TRUE,11/30/2022 13:54,R_3MhY5Bgnm4lokuI,anonymous,EN,PHY105M,56980,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,,Somewhat disagree,Somewhat agree,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat disagree,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,
11/30/2022 13:48,11/30/2022 13:58,IP Address,100,599,TRUE,11/30/2022 13:58,R_0lbneoN4e1EavPr,anonymous,EN,PHY105M,56935,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,,Strongly disagree,Somewhat agree,,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,
11/30/2022 14:12,11/30/2022 14:14,IP Address,100,135,TRUE,11/30/2022 14:14,R_qXA7xWnloUKuCHf,anonymous,EN,PHY105N,57110,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,,Somewhat agree,Somewhat agree,,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly disagree,,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Disagree,Strongly agree,Somewhat disagree,Female,,White,,,,,,,,,,,,,Italian,,Master’s degree or above,
11/30/2022 14:24,11/30/2022 14:29,IP Address,100,309,TRUE,11/30/2022 14:29,R_UYgq5r8jrup8ySl,anonymous,EN,PHY105N,57075,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,,Strongly disagree,Strongly agree,Neither agree nor disagree,,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,,Strongly disagree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Male,,White,,,,,,,,,,,,,Irish,,Bachelor’s degree,
11/30/2022 14:32,11/30/2022 14:32,IP Address,100,42,TRUE,11/30/2022 14:32,R_2v7CG1tI6OIK9Ix,anonymous,EN,PHY105M,57015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/30/2022 14:57,11/30/2022 15:01,IP Address,100,282,TRUE,11/30/2022 15:01,R_3NK7wbS48694qYU,anonymous,EN,PHY105M,57026,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,Somewhat disagree,Neither agree nor disagree,,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,Disagree,Agree,Disagree,Male,,White,,,,,,,,,,,,,English,,Master’s degree or above,
11/30/2022 15:09,11/30/2022 15:17,IP Address,100,488,TRUE,11/30/2022 15:17,R_2Et6SulZbRcyScQ,anonymous,EN,PHY105M,56955,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,,Somewhat disagree,Somewhat agree,Somewhat agree,,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Agree,Disagree,Female,,Black or African American,,,,,African American,,,,,,,,,,Bachelor’s degree,
11/30/2022 15:14,11/30/2022 15:19,IP Address,100,337,TRUE,11/30/2022 15:19,R_1QadKahALPqvJHK,anonymous,EN,PHY105N,57055,Somewhat agree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Somewhat agree,,Strongly disagree,Strongly agree,,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Strongly disagree,,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Disagree,Somewhat disagree,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,High school,
11/30/2022 15:17,11/30/2022 15:21,IP Address,100,230,TRUE,11/30/2022 15:21,R_2qkfQzsbDNT9uJ9,anonymous,EN,PHY105M,56840,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,,Somewhat disagree,Somewhat agree,Somewhat disagree,,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Disagree,Somewhat agree,Disagree,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Bachelor’s degree,
11/30/2022 15:19,11/30/2022 15:27,IP Address,100,499,TRUE,11/30/2022 15:27,R_2tzKjCwPjFyXk6M,anonymous,EN,PHY105M,57026,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,,Somewhat disagree,Somewhat agree,Neither agree nor disagree,,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Disagree,Agree,Disagree,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Bachelor’s degree,
11/30/2022 15:36,11/30/2022 15:46,IP Address,100,601,TRUE,11/30/2022 15:46,R_125NQuMMCgBZB1e,anonymous,EN,PHY105N,57055,Strongly disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,,Somewhat disagree,Somewhat disagree,Somewhat agree,,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Agree,Disagree,Female,,White,,,,,,,,,,,,,,,Bachelor’s degree,
11/30/2022 15:51,11/30/2022 15:55,IP Address,100,200,TRUE,11/30/2022 15:55,R_2CwjEgmVbWmHKnQ,anonymous,EN,PHY105M,56945,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,,Somewhat agree,,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Male,,White,,,,,,,,,,,,,"English,Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",,Master’s degree or above,
11/30/2022 15:34,11/30/2022 15:55,IP Address,100,1253,TRUE,11/30/2022 15:55,R_3QELUQxtlRVpAvg,anonymous,EN,PHY105M,56975,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,Somewhat agree,Strongly disagree,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Disagree,Agree,Disagree,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,High school,
11/30/2022 16:18,11/30/2022 16:21,IP Address,100,201,TRUE,11/30/2022 16:21,R_12fgLZ2hhH7qPho,anonymous,EN,PHY105M,56820,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,,Strongly disagree,Strongly agree,,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Disagree,Male,,White,,,,,,,,,,,,,French,,Master’s degree or above,
11/30/2022 16:19,11/30/2022 16:22,IP Address,100,205,TRUE,11/30/2022 16:22,R_2flghYA65gUuO0U,anonymous,EN,PHY105M,56975,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,,Strongly disagree,Somewhat agree,Somewhat agree,,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,,Strongly disagree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Agree,Strongly disagree,Male,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,High school,
11/30/2022 17:18,11/30/2022 17:22,IP Address,100,272,TRUE,11/30/2022 17:22,R_1q8KpXi3ANswlU6,anonymous,EN,PHY105M,57019,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,,Somewhat disagree,Strongly agree,Strongly agree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Male,,White,,,,,,,,,,,,,German,,Master’s degree or above,
11/30/2022 17:49,11/30/2022 17:54,IP Address,100,297,TRUE,11/30/2022 17:54,R_2OSzA3sgdY6Yiq4,anonymous,EN,PHY105M,56950,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,,Somewhat disagree,Somewhat agree,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Disagree,Agree,Disagree,Female,,"American Indian or Alaska Native,Asian,White",,Cherokee,Japanese,,,,,,,,,,"Irish,English",,Master’s degree or above,
11/30/2022 18:09,11/30/2022 18:12,IP Address,100,212,TRUE,11/30/2022 18:12,R_3nGybBo8ampeJjK,anonymous,EN,PHY105M,56920,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly disagree,,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Bachelor’s degree,
11/30/2022 19:50,11/30/2022 19:53,IP Address,100,234,TRUE,11/30/2022 19:53,R_1qhdSFFcEqdKZRV,anonymous,EN,PHY105M,56905,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,,Strongly disagree,Strongly agree,Neither agree nor disagree,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat agree,Disagree,Agree,Disagree,Female,,Middle Eastern or North African,,,,,,,,,"Some other Middle Eastern or North African race or ethnicity
Print, for example, Algerian, Iraqi, Kurdish, etc.</spa",Palestinian ,,,,,Master’s degree or above,
