StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1.1,Q1.2,Q2.2,Q2.3,Q2.4,Q2.6,Q2.7,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q4.2,Q4.3,Q4.4,Q4.5,Q4.6,Q4.7,Q5.2,Q5.3,Q5.4,Q5.5,Q5.6,Q6.2,Q6.3,Q6.4,Q6.5,Q6.6,Q7.2,Q7.3,Q7.4,Q7.5,Q7.6,Q7.7,Q8.2,Q8.3,Q8.4,Q9.2,Q9.2_4_TEXT,Q9.3,Q9.3_7_TEXT,Q9.3a,Q9.3b,Q9.3b_10_TEXT,Q9.3c,Q9.3c_10_TEXT,Q9.3d,Q9.3d_10_TEXT,Q9.3e,Q9.3e_10_TEXT,Q9.3f,Q9.3f_10_TEXT,Q9.3g,Q9.3g_10_TEXT,Q9.4,Q9.4_4_TEXT
2022-12-02 17:00:59,2022-12-02 17:05:45,IP Address,100,285,True,2022-12-02 17:05:45,R_23WzcmbprabowyI,anonymous,EN,PHY105N,57090,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,,Strongly disagree,Strongly agree,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly disagree,,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Somewhat disagree,Somewhat disagree,Female,,"Hispanic, Latino, or Spanish",,,,,,,"Some other Hispanic, Latino, or Spanish race or ethnicity
Print, for example, Guatemalan, Spaniard, Ecuadorian, etc.",Brazilian,,,,,,,Bachelor’s degree,
2022-12-02 17:41:29,2022-12-02 17:45:47,IP Address,100,257,True,2022-12-02 17:45:47,R_2rYic8MjdISSpA6,anonymous,EN,PHY105M,56885,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,,Somewhat agree,,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Female,,"American Indian or Alaska Native,White",,Cherokee,,,,,,,,,,,"Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",Dutch,Master’s degree or above,
2022-12-02 18:09:16,2022-12-02 18:16:10,IP Address,100,414,True,2022-12-02 18:16:10,R_24us3PWFWv8PVat,anonymous,EN,PHY105M,56985,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,,Somewhat agree,Somewhat agree,,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly disagree,Somewhat disagree,Agree,Somewhat disagree,"Female,Non-binary",,"Asian,Hispanic, Latino, or Spanish",,,Korean,,,,"Colombian,Some other Hispanic, Latino, or Spanish race or ethnicity
Print, for example, Guatemalan, Spaniard, Ecuadorian, etc.",Ecuadorian,,,,,,,Bachelor’s degree,
2022-12-02 18:20:27,2022-12-02 18:35:11,IP Address,100,884,True,2022-12-02 18:35:11,R_vUJm9P1OhmUIeQh,anonymous,EN,PHY105N,57195,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,Somewhat disagree,Strongly agree,,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Strongly disagree,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Disagree,Strongly agree,Disagree,Male,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,
2022-12-02 19:47:05,2022-12-02 19:53:36,IP Address,100,391,True,2022-12-02 19:53:37,R_1j7cgF7pPrmv52O,anonymous,EN,PHY105N,57120,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,,Strongly disagree,Somewhat agree,Neither agree nor disagree,,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly disagree,,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Agree,Disagree,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,
2022-12-02 21:00:05,2022-12-02 21:09:50,IP Address,100,584,True,2022-12-02 21:09:50,R_2wifhhAcbjl65Lc,anonymous,EN,PHY105N,57055,Strongly agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,,Strongly disagree,Strongly agree,Strongly agree,,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly agree,Neither agree nor disagree,,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Male,,"Hispanic, Latino, or Spanish,White",,,,,,,Colombian,,,,,,German,,Some college but no degree,
2022-12-02 22:42:43,2022-12-02 22:46:53,IP Address,100,249,True,2022-12-02 22:46:53,R_SO9UpLpCmXe2hyh,anonymous,EN,PHY105M,56940,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,,Somewhat agree,,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Female,,White,,,,,,,,,,,,,"German,English,Polish,Some other White race or ethnicity
Print, for example, Scottish, Norwegian, Dutch, etc.</spa",welsh,Master’s degree or above,
2022-12-02 23:52:29,2022-12-02 23:59:08,IP Address,100,398,True,2022-12-02 23:59:08,R_2vY6Ng3hf3P7p9A,anonymous,EN,PHY105N,57190,Strongly disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,,Neither agree nor disagree,,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Disagree,Somewhat agree,Disagree,Non-binary,,Asian,,,Chinese,,,,,,,,,,,,Bachelor’s degree,
2022-12-03 00:06:45,2022-12-03 00:09:44,IP Address,100,178,True,2022-12-03 00:09:44,R_28Sxzh9KCueN5Lp,anonymous,EN,PHY105N,57110,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,,Somewhat agree,,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Agree,Somewhat agree,Female,,Asian,,,"Filipino,Japanese",,,,,,,,,,,,Master’s degree or above,
2022-12-03 06:39:55,2022-12-03 06:49:39,IP Address,100,584,True,2022-12-03 06:49:40,R_2ysCIH8Y4fnuu1v,anonymous,EN,PHY105M,56835,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,,Somewhat agree,Neither agree nor disagree,,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Agree,Somewhat disagree,Prefer not to disclose,,Prefer not to disclose,,,,,,,,,,,,,,,Prefer not to answer,
2022-12-03 09:48:34,2022-12-03 09:52:03,IP Address,100,208,True,2022-12-03 09:52:03,R_22nxtEh6krsA9M6,anonymous,EN,PHY105M,57000,Strongly agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,,Strongly agree,,Neither agree nor disagree,Strongly agree,Strongly disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Somewhat agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Disagree,Agree,Disagree,Female,,Black or African American,,,,,Nigerian,,,,,,,,,,Master’s degree or above,
2022-12-03 09:56:10,2022-12-03 10:02:16,IP Address,100,365,True,2022-12-03 10:02:17,R_2cpxHUabItYzp2C,anonymous,EN,PHY105M,56980,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,,Somewhat disagree,Strongly agree,Strongly agree,,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Female,,Asian,,,Chinese,,,,,,,,,,,,Master’s degree or above,
2022-12-03 09:59:59,2022-12-03 10:04:03,IP Address,100,243,True,2022-12-03 10:04:04,R_2rTkCAYbsp418E5,anonymous,EN,PHY105M,56845,Somewhat agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat agree,,Neither agree nor disagree,Somewhat agree,,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Female,,"Hispanic, Latino, or Spanish,White",,,,,,,Mexican or Mexican American,,,,,,"Irish,Polish",,Master’s degree or above,
2022-12-03 10:14:04,2022-12-03 10:17:48,IP Address,100,223,True,2022-12-03 10:17:48,R_xg9KgbTM0Ue2C4x,anonymous,EN,PHY105M,57010,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,,Strongly disagree,Somewhat agree,Neither agree nor disagree,,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Disagree,Agree,Disagree,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,
2022-12-03 10:21:15,2022-12-03 10:25:10,IP Address,100,235,True,2022-12-03 10:25:11,R_AFIIWIT6kHDpEvn,anonymous,EN,PHY105M,57025,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,,Somewhat disagree,Somewhat agree,Neither agree nor disagree,,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Disagree,Disagree,Disagree,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Bachelor’s degree,
2022-12-03 10:28:11,2022-12-03 10:31:32,IP Address,100,200,True,2022-12-03 10:31:32,R_2VCM1UG1p2nfRl3,anonymous,EN,PHY105M,56855,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,,Somewhat agree,,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,,Strongly disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,High school,
2022-12-03 10:28:39,2022-12-03 10:33:04,IP Address,100,265,True,2022-12-03 10:33:05,R_T4KOptmqY2mVeVz,anonymous,EN,PHY105N,57045,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,,Strongly agree,,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,,Strongly agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Strongly agree,Strongly disagree,Female,,Middle Eastern or North African,,,,,,,,,Iranian,,,,,,Master’s degree or above,
2022-12-03 10:29:55,2022-12-03 10:35:57,IP Address,100,361,True,2022-12-03 10:35:57,R_2QzyAvCUELL0iHe,anonymous,EN,PHY105M,56870,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly agree,,Strongly agree,,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Strongly disagree,Somewhat agree,Somewhat disagree,Disagree,Agree,Disagree,Female,,Asian,,,"Some other Asian race or ethnicity
Print, for example, Pakistani, Cambodian, Hmong, etc.",Pakistani,,,,,,,,,,,Master’s degree or above,
2022-12-03 10:36:53,2022-12-03 10:39:41,IP Address,100,167,True,2022-12-03 10:39:41,R_PRH2KxVOeCpb5a9,anonymous,EN,PHY105M,56810,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly agree,,Strongly disagree,Strongly agree,,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,
2022-12-03 11:00:03,2022-12-03 11:04:33,IP Address,100,269,True,2022-12-03 11:04:33,R_3NIkEXDGbCzgDDa,anonymous,EN,PHY105M,57026,Strongly agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,,Strongly agree,Somewhat agree,,Somewhat agree,Strongly disagree,Somewhat agree,Strongly agree,Strongly disagree,,Somewhat agree,Strongly disagree,Strongly disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat agree,Disagree,Female,,"Hispanic, Latino, or Spanish",,,,,,,Mexican or Mexican American,,,,,,,,Bachelor’s degree,
2022-12-03 10:56:34,2022-12-03 11:04:57,IP Address,100,503,True,2022-12-03 11:04:58,R_2bVFtIghhhncIlw,anonymous,EN,PHY105M,56810,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Neither agree nor disagree,Strongly agree,,Strongly agree,,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat agree,Strongly agree,Disagree,Agree,Agree,Female,,Asian,,,"Chinese,Vietnamese",,,,,,,,,,,,I'm not sure,
2022-12-03 11:36:58,2022-12-03 11:42:24,IP Address,100,325,True,2022-12-03 11:42:24,R_25tlISAlXUp2gUn,anonymous,EN,PHY105M,57026,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,,Strongly disagree,Strongly agree,,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Somewhat agree,Strongly disagree,Female,,Asian,,,Chinese,,,,,,,,,,,,High school,
2022-12-03 11:42:25,2022-12-03 11:48:41,IP Address,100,375,True,2022-12-03 11:48:41,R_1cY5gVRQ84anZOm,anonymous,EN,PHY105M,56910,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,,Strongly agree,,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Strongly disagree,Somewhat disagree,,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Agree,Disagree,Female,,Asian,,,Filipino,,,,,,,,,,,,Master’s degree or above,
2022-12-03 10:25:42,2022-12-03 11:52:35,IP Address,100,5212,True,2022-12-03 11:52:36,R_3KUdGpS5ExFqitE,anonymous,EN,PHY105M,56815,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,,Strongly disagree,Strongly agree,Somewhat agree,,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly disagree,,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Disagree,Agree,Disagree,Female,,Asian,,,Asian Indian,,,,,,,,,,,,Master’s degree or above,
2022-12-03 12:24:19,2022-12-03 12:28:25,IP Address,100,246,True,2022-12-03 12:28:26,R_BCZvj4ZwdxnEbct,anonymous,EN,PHY105M,56830,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat agree,,Somewhat agree,Neither agree nor disagree,,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,,Somewhat disagree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Disagree,Agree,Disagree,Female,,White,,,,,,,,,,,,,English,,Master’s degree or above,
